,Year,Region,Country,Yields,Prec,Tmean,Tmax,Tmin,SPEI,FertApp,IrrRate,CO2,FACE_dummy,log_Yields,log_CO2,log_Prec,log_Tmean,log_Tmax,PDO,TAG,WPWP,C1,C2,C3,C4,C5,C6,C7,C8,DCV,Trend,Sq_Trend,Asia,EAsia,SEAsia,SAsia,WAsia,CAsia
557,1983,SAsia,Sri_Lanka,31977,1055.35,27.42,31.41,24.41,0.84228,61.52126694,21.7,343.05,0,10.37277217,5.837876209,6.961627744,3.311272674,3.447126314,1,1,0,0,1,0,0,0,0,0,0,2,23,529,1,0,0,1,0,0
584,1984,SAsia,Sri_Lanka,27316,1377.81,26.91,30.93,24,3.26006,63.99396515,21.6,344.65,0,10.21522789,5.842529409,7.228250561,3.292497965,3.431726587,1,0,0,0,0,0,0,1,0,0,0,5,24,576,1,0,0,1,0,0
606,1985,SAsia,Sri_Lanka,30777,960.02,26.91,30.87,23.96,-5.47233,66.46665955,21.6,346.12,0,10.33452294,5.846785536,6.866954118,3.292497965,3.429784839,1,0,0,0,0,0,0,1,0,0,0,5,25,625,1,0,0,1,0,0
633,1986,SAsia,Sri_Lanka,30944,863.97,27.19,31.11,24.26,-1.31419,69.40380859,21.5,347.42,0,10.3399344,5.850534423,6.761538046,3.302849259,3.437529311,1,0,0,0,0,0,0,1,0,0,0,5,26,676,1,0,0,1,0,0
659,1987,SAsia,Sri_Lanka,31318,716.3,27.52,31.46,24.48,-8.67094,72.34095001,22.2,349.19,0,10.35194829,5.855616187,6.574099074,3.314913013,3.448716898,1,0,0,0,0,0,0,1,0,0,0,5,27,729,1,0,0,1,0,0
682,1988,SAsia,Sri_Lanka,30367,826.14,27.25,31.3,24.04,-8.16583,75.27809906,22.1,351.57,0,10.32111177,5.862408838,6.716764251,3.305053521,3.443618098,0,0,1,0,0,0,0,0,0,1,0,7,28,784,1,0,0,1,0,0
706,1989,SAsia,Sri_Lanka,29916,888.66,27.05,31.24,23.89,-0.55065,78.21524048,22.1,353.12,0,10.30614873,5.866807943,6.78971471,3.297687005,3.441699325,0,0,1,0,0,0,0,0,0,1,0,7,29,841,1,0,0,1,0,0
736,1990,SAsia,Sri_Lanka,30643,1058.21,27.12,31.08,24.13,1.85226,81.15238953,22.2,354.39,0,10.33015953,5.870398002,6.96433408,3.300271463,3.436564525,0,1,1,0,0,1,0,0,0,0,0,3,30,900,1,0,0,1,0,0
759,1991,SAsia,Sri_Lanka,30215,1057.03,27.25,31.17,24.26,0.41957,84.08953094,22.6,355.61,0,10.31609377,5.873834625,6.963218368,3.305053521,3.439456094,0,0,0,0,0,0,0,0,0,0,1,0,31,961,1,0,0,1,0,0
787,1992,SAsia,Sri_Lanka,30544,1003.93,27.03,31.13,23.93,-5.97469,87.02548218,23.5,356.45,0,10.32692355,5.876193978,6.911677577,3.29694736,3.438171984,1,1,0,0,1,0,0,0,0,0,0,2,32,1024,1,0,0,1,0,0
820,1993,SAsia,Sri_Lanka,31350,1269.53,26.98,31.17,23.87,-3.68099,89.96263123,23.7,357.1,0,10.35296955,5.878015855,7.146402032,3.295095851,3.439456094,1,0,0,0,0,0,0,1,0,0,0,5,33,1089,1,0,0,1,0,0
848,1994,SAsia,Sri_Lanka,29933,1209.41,27.25,31.33,24.12,0.85276,92.89977264,23.7,358.83,0,10.30671683,5.882848739,7.097887916,3.305053521,3.444576105,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,0,0,1,0,0
880,1995,SAsia,Sri_Lanka,31586,986.83,27.34,31.2,24.13,1.72505,95.83692169,24.5,360.82,0,10.36046926,5.888379219,6.894497785,3.308350831,3.440418095,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,0,0,1,0,0
910,1996,SAsia,Sri_Lanka,31231,849.9,27.29,31.27,24.05,-3.4869,98.88661957,24.5,362.61,0,10.34916647,5.893327877,6.745118696,3.306520335,3.442659171,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,0,0,1,0,0
941,1997,SAsia,Sri_Lanka,32451,944.71,27.61,31.53,24.49,3.03869,101.9351425,24.5,363.73,0,10.38748654,5.896411834,6.850878002,3.318178026,3.450939474,1,1,0,0,1,0,0,0,0,0,0,2,37,1369,1,0,0,1,0,0
974,1998,SAsia,Sri_Lanka,35102,1060.73,27.81,31.82,24.69,-0.46025,104.9836578,24.5,366.7,0,10.46601339,5.904544075,6.966712629,3.325395668,3.460095023,1,1,1,1,0,0,0,0,0,0,0,1,38,1444,1,0,0,1,0,0
1009,1999,SAsia,Sri_Lanka,32810,824,27.12,31.24,23.85,-3.03304,108.0333557,24.3,368.38,0,10.39848863,5.909115014,6.71417053,3.300271463,3.441699325,0,0,0,0,0,0,0,0,0,0,1,0,39,1521,1,0,0,1,0,0
1038,2000,SAsia,Sri_Lanka,34374,963.21,27.33,31.32,24.3,-4.59135,111.081871,24.3,369.55,0,10.44505574,5.912286049,6.870271457,3.307985,3.444256871,0,0,0,0,0,0,0,0,0,0,1,0,40,1600,1,0,0,1,0,0
1069,2001,SAsia,Sri_Lanka,35228,914.56,27.49,31.3,24.37,-7.6889,114.130394,24.2,371.14,0,10.4695965,5.91657935,6.818443075,3.313822302,3.443618098,0,0,1,0,0,0,0,0,0,1,0,7,41,1681,1,0,0,1,0,0
1102,2002,SAsia,Sri_Lanka,34889,999.01,27.57,31.4,24.48,-13.7511,117.1800919,24.2,373.28,0,10.45992687,5.922328808,6.906764789,3.316728225,3.446807893,0,0,1,0,0,0,0,0,0,1,0,7,42,1764,1,0,0,1,0,0
1132,2003,SAsia,Sri_Lanka,33696,897.3,27.59,31.34,24.51,-12.39801,120.2286072,24.1,375.8,0,10.42513441,5.929057087,6.799390254,3.317453388,3.444895237,1,0,1,0,0,0,1,0,0,0,0,4,43,1849,1,0,0,1,0,0
1161,2004,SAsia,Sri_Lanka,36516,1042.85,27.35,31.21,24.33,-7.55175,123.2771225,24.7,377.52,0,10.5055058,5.933623547,6.949712629,3.308716529,3.440738556,1,1,0,0,1,0,0,0,0,0,0,2,44,1936,1,0,0,1,0,0
1188,2005,SAsia,Sri_Lanka,35465,938.94,27.45,31.27,24.36,-4.03707,126.3256454,22.7,379.8,0,10.47630157,5.939644798,6.844751579,3.312366168,3.442659171,1,1,1,1,0,0,0,0,0,0,0,1,45,2025,1,0,0,1,0,0
1219,2006,SAsia,Sri_Lanka,36705,1031.38,27.41,31.24,24.34,0.31618,129.1182404,23.4,381.9,0,10.51066826,5.945158794,6.93865299,3.31090791,3.441699325,1,1,0,0,1,0,0,0,0,0,0,2,46,2116,1,0,0,1,0,0
1251,2007,SAsia,Sri_Lanka,38337,797.74,27.43,31.19,24.22,-1.65811,131.9096527,23.8,383.79,0,10.55417077,5.950095528,6.68178273,3.311637305,3.440097531,0,1,0,0,0,0,0,0,1,0,0,6,47,2209,1,0,0,1,0,0
1288,2008,SAsia,Sri_Lanka,36800,916,27.47,31.18,24.28,0.38527,134.7010651,22,385.6,0,10.51325312,5.954800563,6.820016365,3.3130945,3.439776864,0,0,0,0,0,0,0,0,0,0,1,0,48,2304,1,0,0,1,0,0
1320,2009,SAsia,Sri_Lanka,38748,979.31,27.63,31.43,24.46,-9.43846,137.4924774,22.7,387.43,0,10.56483442,5.959535187,6.886848242,3.318902139,3.447762851,0,0,1,0,0,0,0,0,0,1,0,7,49,2401,1,0,0,1,0,0
1353,2010,SAsia,Sri_Lanka,40558,1293.54,27.53,31.52,24.64,-11.17032,140.2838898,21.8,389.9,0,10.61048833,5.965890296,7.165137925,3.315276319,3.450622265,0,1,1,0,0,1,0,0,0,0,0,3,50,2500,1,0,0,1,0,0
1383,2011,SAsia,Sri_Lanka,35699,1359.92,27.53,31.4,24.59,2.17747,143.0753021,20.9,391.65,0,10.48287796,5.970368584,7.215181153,3.315276319,3.446807893,0,1,0,0,0,0,0,0,1,0,0,6,51,2601,1,0,0,1,0,0
1414,2012,SAsia,Sri_Lanka,36057,958.81,27.76,31.63,24.79,-5.37836,145.8667145,21.2,393.85,0,10.4928563,5.975970126,6.865692932,3.323596136,3.454106037,0,1,0,0,0,0,0,0,1,0,0,6,52,2704,1,0,0,1,0,0
1449,2013,SAsia,Sri_Lanka,38897,1005.21,27.39,31.32,24.46,-0.63404,148.6581268,21.9,396.52,0,10.56867241,5.982726481,6.912951754,3.310177983,3.444256871,0,1,1,0,0,1,0,0,0,0,0,3,53,2809,1,0,0,1,0,0
1478,2014,SAsia,Sri_Lanka,38377,1439.29,27.65,31.7,24.71,-2.20925,151.4495392,23,398.65,0,10.5552136,5.988083839,7.271905215,3.319625728,3.456316681,1,0,1,0,0,0,1,0,0,0,0,4,54,2916,1,0,0,1,0,0
1508,2015,SAsia,Sri_Lanka,38726,1107.53,27.72,31.74,24.86,-5.96874,154.2409668,23,400.83,0,10.56426649,5.993537397,7.00988759,3.322154174,3.457577715,1,0,1,0,0,0,1,0,0,0,0,4,55,3025,1,0,0,1,0,0
23,1961,WAsia,Syria,25000,37.42,27.41,35.62,18.59,-1.88581,10.37251431,3.7,317.64,0,10.1266311,5.760918666,3.622205321,3.31090791,3.572907278,0,1,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,0,1,0
48,1962,WAsia,Syria,26100,21.19,27.78,36.15,18.81,-2.42642,11.14300395,4.4,318.45,0,10.16969059,5.763465477,3.053529372,3.324316337,3.587676949,0,1,1,0,0,1,0,0,0,0,0,3,2,4,1,0,0,0,1,0
74,1963,WAsia,Syria,24473,108.06,26.66,34.57,18.23,2.74415,11.91588794,4.5,318.99,0,10.10532575,5.765159754,4.682686628,3.283164315,3.542986254,1,0,0,0,0,0,0,1,0,0,0,5,3,9,1,0,0,0,1,0
100,1964,WAsia,Syria,20000,24.32,26.65,35.29,17.53,3.68034,12.68651489,3.3,319.62,0,9.903487553,5.76713279,3.191299057,3.282789151,3.563599638,0,1,1,0,0,1,0,0,0,0,0,3,4,16,1,0,0,0,1,0
124,1965,WAsia,Syria,19091,13.24,27.45,36.35,18.01,5.36501,13.45701569,3.7,320.04,0,9.856972299,5.768445988,2.583242551,3.312366168,3.593194204,1,0,0,0,0,0,0,1,0,0,0,5,5,25,1,0,0,0,1,0
148,1966,WAsia,Syria,23203,13.27,27.3,36.28,17.83,-1.07868,16.07422658,3.7,321.38,0,10.05203686,5.772624224,2.585505848,3.306886702,3.591266625,0,1,0,0,0,0,0,0,1,0,0,6,6,36,1,0,0,0,1,0
173,1967,WAsia,Syria,23293,55.34,26.31,34.14,17.98,6.24063,18.69132273,3.9,322.16,0,10.05590817,5.775048317,4.013495974,3.269949095,3.530469717,0,1,0,0,0,0,0,0,1,0,0,6,7,49,1,0,0,0,1,0
197,1968,WAsia,Syria,19493,50.97,26.57,34.71,17.82,11.80541,21.30597102,3.5,323.04,0,9.877810706,5.777776155,3.931237224,3.27978276,3.54702783,1,0,0,0,0,0,0,1,0,0,0,5,8,64,1,0,0,0,1,0
223,1969,WAsia,Syria,22694,28.99,27.16,35.8,17.94,13.02261,23.92340423,4.1,324.62,0,10.02985585,5.782655267,3.366950943,3.301745303,3.577947893,0,1,1,0,0,1,0,0,0,0,0,3,9,81,1,0,0,0,1,0
248,1970,WAsia,Syria,18171,11.58,27.16,35.77,17.97,-3.20893,26.54071539,3.4,325.68,0,9.807582196,5.785915304,2.449279472,3.301745303,3.577109553,0,1,1,0,0,1,0,0,0,0,0,3,10,100,1,0,0,0,1,0
273,1971,WAsia,Syria,15345,18.58,26.89,35.4,17.78,-0.58232,29.1583643,3.5,326.32,0,9.638544967,5.787878495,2.922085733,3.29175447,3.56671182,0,0,0,0,0,0,0,0,0,0,1,0,11,121,1,0,0,0,1,0
298,1972,WAsia,Syria,26038,98.35,25.75,33.62,17.19,9.94979,31.77549321,4.4,327.45,0,10.16731229,5.791335372,4.588532545,3.248434627,3.515121128,0,0,0,0,0,0,0,0,0,0,1,0,12,144,1,0,0,0,1,0
322,1973,WAsia,Syria,6667,16.1,27,35.6,17.73,-1.71987,34.39673772,4.3,329.68,0,8.804925263,5.798122487,2.778819272,3.295836866,3.572345638,0,0,1,0,0,0,0,0,0,1,0,7,13,169,1,0,0,0,1,0
349,1974,WAsia,Syria,44389,18.59,27.13,35.68,17.97,4.54584,37.01917357,4,330.18,0,10.70074697,5.79963796,2.922623802,3.300640127,3.574590308,0,0,0,0,0,0,0,0,0,0,1,0,14,196,1,0,0,0,1,0
372,1975,WAsia,Syria,49838,51.38,26.86,35.11,18.08,4.74105,39.64066573,3.7,331.11,0,10.81653302,5.802450646,3.939248992,3.290638191,3.55848599,0,0,0,0,0,0,0,0,0,0,1,0,15,225,1,0,0,0,1,0
398,1976,WAsia,Syria,36881,46.64,25.84,33.75,17.35,11.07048,44.27557756,3.8,332.04,0,10.51545179,5.805255444,3.842458542,3.251923679,3.518980417,0,1,0,0,0,0,0,0,1,0,0,6,16,256,1,0,0,0,1,0
422,1977,WAsia,Syria,30000,31.24,27.05,35.21,18.44,3.36662,48.91331686,3.8,333.83,0,10.30895266,5.810631881,3.441699325,3.297687005,3.561330133,1,0,0,0,0,0,0,1,0,0,0,5,17,289,1,0,0,0,1,0
450,1978,WAsia,Syria,20000,15.85,27.06,35.66,17.8,3.29389,53.5539959,3.7,335.4,0,9.903487553,5.815323849,2.7631695,3.298056623,3.574029612,1,1,0,0,1,0,0,0,0,0,0,2,18,324,1,0,0,0,1,0
474,1979,WAsia,Syria,20000,16.72,27.05,35.65,18.46,-0.51328,58.19751229,3.9,336.84,0,9.903487553,5.81960804,2.816605608,3.297687005,3.573749147,1,1,0,0,1,0,0,0,0,0,0,2,19,361,1,0,0,0,1,0
497,1980,WAsia,Syria,45000,15.29,27.25,35.48,18.33,2.19275,62.84376295,3.8,338.75,0,10.71441777,5.825262372,2.72719902,3.305053521,3.568969157,1,1,1,1,0,0,0,0,0,0,0,1,20,400,1,0,0,0,1,0
522,1981,WAsia,Syria,50000,45.92,26.63,34.73,18.13,4.70805,67.49034862,4,340.11,0,10.81977828,5.829269095,3.826900752,3.2820384,3.547603867,1,1,1,1,0,0,0,0,0,0,0,1,21,441,1,0,0,0,1,0
549,1982,WAsia,Syria,50000,60.3,26.06,33.99,17.58,6.4812,72.14128176,3.9,341.45,0,10.81977828,5.833201255,4.099332104,3.260401572,3.526066364,1,1,0,0,1,0,0,0,0,0,0,2,22,484,1,0,0,0,1,0
575,1983,WAsia,Syria,50000,35.53,26.42,34.5,17.57,9.86574,76.79500772,4.1,343.05,0,10.81977828,5.837876209,3.57037741,3.274121299,3.540959324,1,1,0,0,1,0,0,0,0,0,0,2,23,529,1,0,0,0,1,0
599,1984,WAsia,Syria,50000,6.64,26.46,34.54,17.63,4.22994,81.45139535,4.4,344.65,0,10.81977828,5.842529409,1.893111963,3.275634159,3.542118073,1,0,0,0,0,0,0,1,0,0,0,5,24,576,1,0,0,0,1,0
624,1985,WAsia,Syria,50000,7.62,27.65,36.04,18.61,3.25052,86.1108036,4.7,346.12,0,10.81977828,5.846785536,2.03077637,3.319625728,3.584629433,1,0,0,0,0,0,0,1,0,0,0,5,25,625,1,0,0,0,1,0
647,1986,WAsia,Syria,50000,51.3,26.92,35.3,18.02,0.70761,89.56236972,4.7,347.42,0,10.81977828,5.850534423,3.937690752,3.292869505,3.563882964,1,0,0,0,0,0,0,1,0,0,0,5,26,676,1,0,0,0,1,0
673,1987,WAsia,Syria,50000,5.31,27.53,35.92,18.19,4.10739,93.0151052,4.7,349.19,0,10.81977828,5.855616187,1.669591835,3.315276319,3.581294243,1,0,0,0,0,0,0,1,0,0,0,5,27,729,1,0,0,0,1,0
699,1988,WAsia,Syria,50000,35.31,27.13,35.18,18.38,9.28877,96.47135818,4.7,351.57,0,10.81977828,5.862408838,3.56416621,3.300640127,3.560477739,0,0,1,0,0,0,0,0,0,1,0,7,28,784,1,0,0,0,1,0
723,1989,WAsia,Syria,50000,6.55,28,36.64,18.49,-4.79868,99.92620044,5,353.12,0,10.81977828,5.866807943,1.87946505,3.33220451,3.60114054,0,0,1,0,0,0,0,0,0,1,0,7,29,841,1,0,0,0,1,0
749,1990,WAsia,Syria,55714,17.45,27.31,35.89,18.08,-3.53911,103.382435,5.1,354.39,0,10.92798674,5.870398002,2.859339649,3.307252935,3.580458705,0,1,1,0,0,1,0,0,0,0,0,3,30,900,1,0,0,0,1,0
773,1991,WAsia,Syria,74118,32.45,26.92,35.1,18.21,-4.07802,106.8394879,5.8,355.61,0,11.2134137,5.873834625,3.479700443,3.292869505,3.55820113,0,0,0,0,0,0,0,0,0,0,1,0,31,961,1,0,0,0,1,0
805,1992,WAsia,Syria,74211,60.57,25.84,33.76,17.29,9.3724,110.2776555,6.7,356.45,0,11.21466767,5.876193978,4.103799721,3.251923679,3.51927667,1,1,0,0,1,0,0,0,0,0,0,2,32,1024,1,0,0,0,1,0
835,1993,WAsia,Syria,76000,140.86,26.52,34.46,18.03,10.09434,113.7188538,7.4,357.1,0,11.23848862,5.878015855,4.947766489,3.277899165,3.539799231,1,0,0,0,0,0,0,1,0,0,0,5,33,1089,1,0,0,0,1,0
867,1994,WAsia,Syria,101765,29.49,27.52,35.74,18.82,-1.22398,117.1581584,7.8,358.83,0,11.53042151,5.882848739,3.384051223,3.314913013,3.57627051,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,0,0,0,1,0
899,1995,WAsia,Syria,97222,34.36,27.6,35.85,18.85,2.11281,120.5977261,7.9,360.82,0,11.4847523,5.888379219,3.536893097,3.317815773,3.579343567,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,0,0,0,1,0
930,1996,WAsia,Syria,50000,13.25,28.05,36.32,19.19,0.97197,121.7089252,8.2,362.61,0,10.81977828,5.893327877,2.583997552,3.333988632,3.592368554,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,0,0,0,1,0
1,1961,EAsia,Taiwan,32663,1445.14,22.02,25.59,19.02,-1.56877,9.936853409,76.2,317.64,0,10.39399822,5.760918666,7.275961482,3.091951131,3.24220165,0,1,0,0,0,0,0,0,1,0,0,6,1,1,1,1,0,0,0,0
27,1962,EAsia,Taiwan,33723,1422.12,21.92,25.59,18.79,3.17438,10.67582512,76.2,318.45,0,10.42593538,5.763465477,7.259903995,3.087399462,3.24220165,0,1,1,0,0,1,0,0,0,0,0,3,2,4,1,1,0,0,0,0
51,1963,EAsia,Taiwan,33583,1284.78,21.99,25.81,18.77,5.7075,11.41479778,60.8,318.99,0,10.42177527,5.765159754,7.158342776,3.090587805,3.250762014,1,0,0,0,0,0,0,1,0,0,0,5,3,9,1,1,0,0,0,0
76,1964,EAsia,Taiwan,37244,1030.04,22.17,25.78,19.14,7.45953,12.15292549,61.4,319.62,0,10.52524614,5.76713279,6.937352915,3.098740024,3.249598998,0,1,1,0,0,1,0,0,0,0,0,3,4,16,1,1,0,0,0,0
101,1965,EAsia,Taiwan,38454,1354.26,21.54,25.07,18.55,-0.08107,12.89189816,61.7,320.04,0,10.557218,5.768445988,7.211010459,3.069911672,3.221671912,1,0,0,0,0,0,0,1,0,0,0,5,5,25,1,1,0,0,0,0
128,1966,EAsia,Taiwan,38086,1985.45,22.19,25.94,19.03,-2.66952,15.81231499,62,321.38,0,10.54760204,5.772624224,7.593600868,3.099641737,3.255786179,0,1,0,0,0,0,0,0,1,0,0,6,6,36,1,1,0,0,0,0
151,1967,EAsia,Taiwan,38647,1390.04,22.09,25.72,19.03,-3.54903,18.73273277,62.5,322.16,0,10.56222443,5.775048317,7.237087803,3.095125017,3.247268899,0,1,0,0,0,0,0,0,1,0,0,6,7,49,1,1,0,0,0,0
180,1968,EAsia,Taiwan,40166,1948.37,21.16,24.79,18.11,-8.00355,21.65315247,63.9,323.04,0,10.60077615,5.777776155,7.574748405,3.052112607,3.210440346,1,0,0,0,0,0,0,1,0,0,0,5,8,64,1,1,0,0,0,0
203,1969,EAsia,Taiwan,37126,1583.61,21.93,25.77,18.65,1.54762,24.57357025,53.7,324.62,0,10.52207281,5.782655267,7.36746233,3.087855562,3.249211025,0,1,1,0,0,1,0,0,0,0,0,3,9,81,1,1,0,0,0,0
227,1970,EAsia,Taiwan,39944,1653.92,21.86,25.63,18.72,4.90877,27.49398804,55.6,325.68,0,10.59523375,5.785915304,7.410903507,3.084658483,3.24376354,0,1,1,0,0,1,0,0,0,0,0,3,10,100,1,1,0,0,0,0
255,1971,EAsia,Taiwan,38744,1112.62,21.92,25.8,18.64,1.86212,30.41440582,57.4,326.32,0,10.56473118,5.787878495,7.014472873,3.087399462,3.250374492,0,0,0,0,0,0,0,0,0,0,1,0,11,121,1,1,0,0,0,0
278,1972,EAsia,Taiwan,41429,2231.9,21.26,25.01,18.1,0.0791,33.33482361,57.2,327.45,0,10.6317364,5.791335372,7.71060852,3.056827373,3.219275745,0,0,0,0,0,0,0,0,0,0,1,0,12,144,1,1,0,0,0,0
303,1973,EAsia,Taiwan,39310,1636.13,22.41,26.22,19.29,6.11283,36.25608826,51.5,329.68,0,10.57923422,5.798122487,7.400088976,3.109507288,3.266522478,0,0,1,0,0,0,0,0,0,1,0,7,13,169,1,1,0,0,0,0
326,1974,EAsia,Taiwan,39931,1753.27,21.63,25.64,18.25,0.53905,39.17650604,52.8,330.18,0,10.59490824,5.79963796,7.469237895,3.07408124,3.244153632,0,0,0,0,0,0,0,0,0,0,1,0,14,196,1,1,0,0,0,0
352,1975,EAsia,Taiwan,40085,1836.29,22.08,25.89,18.87,3.41793,42.09692383,59,331.11,0,10.59875748,5.802450646,7.515502511,3.094672221,3.253856794,0,0,0,0,0,0,0,0,0,0,1,0,15,225,1,1,0,0,0,0
377,1976,EAsia,Taiwan,43536,1746.78,21.65,25.36,18.51,4.06372,47.41583633,51.7,332.04,0,10.68134346,5.805255444,7.465529372,3.075005454,3.23317313,0,1,0,0,0,0,0,0,1,0,0,6,16,256,1,1,0,0,0,0
402,1977,EAsia,Taiwan,43095,1856.34,22.45,26.45,19.12,1.30814,52.73558807,48.1,333.83,0,10.67116226,5.810631881,7.526362086,3.111290614,3.275256158,1,0,0,0,0,0,0,1,0,0,0,5,17,289,1,1,0,0,0,0
428,1978,EAsia,Taiwan,41120,1539.43,22.04,25.82,18.84,-6.24092,58.05533981,48,335.4,0,10.6242499,5.815323849,7.339167497,3.092858984,3.251149385,1,1,0,0,1,0,0,0,0,0,0,2,18,324,1,1,0,0,0,0
455,1979,EAsia,Taiwan,42964,1655,22.03,25.82,18.75,-3.60766,63.37425613,50.2,336.84,0,10.66811783,5.81960804,7.411556288,3.092405161,3.251149385,1,1,0,0,1,0,0,0,0,0,0,2,19,361,1,1,0,0,0,0
477,1980,EAsia,Taiwan,46537,897.59,22.57,26.52,19.29,2.97776,68.69400787,49.8,338.75,0,10.74800297,5.825262372,6.799713394,3.116621591,3.277899165,1,1,1,1,0,0,0,0,0,0,0,1,20,400,1,1,0,0,0,0
505,1981,EAsia,Taiwan,45044,2088.42,22.37,26.23,19.13,-1.48413,74.01376343,49.9,340.11,0,10.71539507,5.829269095,7.644163078,3.107720776,3.266903794,1,1,1,1,0,0,0,0,0,0,0,1,21,441,1,1,0,0,0,0
526,1982,EAsia,Taiwan,47641,1543.39,22.02,25.89,18.78,-2.95983,79.33267212,49.7,341.45,0,10.77144901,5.833201255,7.341736575,3.091951131,3.253856794,1,1,0,0,1,0,0,0,0,0,0,2,22,484,1,1,0,0,0,0
553,1983,EAsia,Taiwan,48706,1615.31,22.55,26.42,19.21,2.20846,84.6524353,49.1,343.05,0,10.7935575,5.837876209,7.387282168,3.115735066,3.274121299,1,1,0,0,1,0,0,0,0,0,0,2,23,529,1,1,0,0,0,0
578,1984,EAsia,Taiwan,48419,1528.52,21.8,25.63,18.56,0.35651,89.97133636,50,344.65,0,10.78764758,5.842529409,7.332055226,3.08190997,3.24376354,1,0,0,0,0,0,0,1,0,0,0,5,24,576,1,1,0,0,0,0
604,1985,EAsia,Taiwan,48784,1679.62,21.79,25.57,18.58,2.96639,95.29109955,50.3,346.12,0,10.79515767,5.846785536,7.426322856,3.081451149,3.241419789,1,0,0,0,0,0,0,1,0,0,0,5,25,625,1,1,0,0,0,0
628,1986,EAsia,Taiwan,46966,1618.96,21.73,25.61,18.4,-1.90984,97.64567566,50.2,347.42,0,10.75717921,5.850534423,7.389539247,3.078693794,3.2429829,1,0,0,0,0,0,0,1,0,0,0,5,26,676,1,1,0,0,0,0
653,1987,EAsia,Taiwan,47907,1409.85,22.32,26.32,18.92,-0.08564,100.001091,50.1,349.19,0,10.77701691,5.855616187,7.251238595,3.105483138,3.270329106,1,0,0,0,0,0,0,1,0,0,0,5,27,729,1,1,0,0,0,0
678,1988,EAsia,Taiwan,49503,1729.11,22.24,26.02,19.07,0.40036,102.3556671,49.2,351.57,0,10.80978855,5.862408838,7.455362104,3.101892469,3.258865473,0,0,1,0,0,0,0,0,0,1,0,7,28,784,1,1,0,0,0,0
702,1989,EAsia,Taiwan,49537,1626.37,22.11,26.01,18.86,-1.15014,104.7102509,49.4,353.12,0,10.81047514,5.866807943,7.394105816,3.096029995,3.258481079,0,0,1,0,0,0,0,0,0,1,0,7,29,841,1,1,0,0,0,0
728,1990,EAsia,Taiwan,50272,2170.8,22.05,25.81,18.93,5.99242,107.064827,49.4,354.39,0,10.82520354,5.870398002,7.682851042,3.093312602,3.250762014,0,1,1,0,0,1,0,0,0,0,0,3,30,900,1,1,0,0,0,0
754,1991,EAsia,Taiwan,53909,955.47,22.7,26.58,19.31,4.56292,109.4202423,45.6,355.61,0,10.89505272,5.873834625,6.862203366,3.122364924,3.280159053,0,0,0,0,0,0,0,0,0,0,1,0,31,961,1,1,0,0,0,0
785,1992,EAsia,Taiwan,52118,1932.96,21.95,25.64,18.71,-3.0762,111.774826,45.8,356.45,0,10.86126566,5.876193978,7.566807786,3.08876714,3.244153632,1,1,0,0,1,0,0,0,0,0,0,2,32,1024,1,1,0,0,0,0
813,1993,EAsia,Taiwan,57119,1265.33,22.25,26.04,18.96,0.02571,114.1294022,45.9,357.1,0,10.95289209,5.878015855,7.143088237,3.102342009,3.259633817,1,0,0,0,0,0,0,1,0,0,0,5,33,1089,1,1,0,0,0,0
843,1994,EAsia,Taiwan,56348,2001.98,22.24,26.03,18.97,-0.93523,116.4839706,43.8,358.83,0,10.93930203,5.882848739,7.60189197,3.101892469,3.259249719,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,1,0,0,0,0
878,1995,EAsia,Taiwan,57004,1375.99,22.01,25.82,18.91,-2.76302,118.8393936,43.9,360.82,0,10.95087672,5.888379219,7.226928751,3.091496896,3.251149385,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,1,0,0,0,0
908,1996,EAsia,Taiwan,55524,1683.03,21.87,25.76,18.68,-0.92412,123.9252167,43.8,362.61,0,10.92457064,5.893327877,7.428351019,3.085115835,3.248822901,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,1,0,0,0,0
936,1997,EAsia,Taiwan,56064,1899.87,22.05,25.8,18.99,-4.58422,129.0110321,44.2,363.73,0,10.93424917,5.896411834,7.549540742,3.093312602,3.250374492,1,1,0,0,1,0,0,0,0,0,0,2,37,1369,1,1,0,0,0,0
967,1998,EAsia,Taiwan,51975,2018.88,22.97,26.74,19.82,4.17717,134.0960083,44.4,366.7,0,10.85851811,5.904544075,7.610298181,3.134189017,3.286160572,1,1,1,1,0,0,0,0,0,0,0,1,38,1444,1,1,0,0,0,0
997,1999,EAsia,Taiwan,54271,1628.4,22.4,26.25,19.31,-2.33729,139.1818237,44.4,368.38,0,10.90174529,5.909115014,7.395353217,3.109060959,3.267665989,0,0,0,0,0,0,0,0,0,0,1,0,39,1521,1,1,0,0,0,0
