,Year,Region,Country,Yields,Prec,Tmean,Tmax,Tmin,SPEI,FertApp,IrrRate,CO2,FACE_dummy,log_Yields,log_CO2,log_Prec,log_Tmean,log_Tmax,PDO,TAG,WPWP,C1,C2,C3,C4,C5,C6,C7,C8,DCV,Trend,Sq_Trend,Asia,EAsia,SEAsia,SAsia,WAsia,CAsia
1070,2001,SAsia,Nepal,27454,1311.81,11.93,15.4,8.67,-7.6889,27.86163414,27.4,371.14,0,10.22026716,5.91657935,7.179163142,2.479056236,2.734367509,0,0,1,0,0,0,0,0,0,1,0,7,41,1681,1,0,0,1,0,0
1098,2002,SAsia,Nepal,26754,1301.44,11.84,15.07,8.61,-13.7511,26.29864637,27.5,373.28,0,10.19443927,5.922328808,7.171226623,2.471483629,2.712706013,0,0,1,0,0,0,0,0,0,1,0,7,42,1764,1,0,0,1,0,0
1131,2003,SAsia,Nepal,26753,1458.17,11.77,15.11,8.56,-12.39801,24.69229535,27.6,375.8,0,10.1944019,5.929057087,7.284937504,2.465553921,2.715356776,1,0,1,0,0,0,1,0,0,0,0,4,43,1849,1,0,0,1,0,0
1157,2004,SAsia,Nepal,28573,1256.01,11.89,15.27,8.65,-7.55175,23.11378373,28,377.52,0,10.26021749,5.933623547,7.135695309,2.475697711,2.725890119,1,1,0,0,1,0,0,0,0,0,0,2,44,1936,1,0,0,1,0,0
1192,2005,SAsia,Nepal,27825,1139.24,12.01,15.26,8.91,-4.03707,21.51392801,28.4,379.8,0,10.23369018,5.939644798,7.038116652,2.485739636,2.725235026,1,1,1,1,0,0,0,0,0,0,0,1,45,2025,1,0,0,1,0,0
1223,2006,SAsia,Nepal,27166,1097.31,12.27,15.71,9.03,0.31618,21.96778493,28.8,381.9,0,10.20972147,5.945158794,7.000617009,2.507157259,2.754297452,1,1,0,0,1,0,0,0,0,0,0,2,46,2116,1,0,0,1,0,0
1256,2007,SAsia,Nepal,25570,1586.21,11.95,15.32,8.73,-1.65811,22.43428058,29.2,383.79,0,10.14917507,5.950095528,7.369102802,2.480731278,2.729159164,0,1,0,0,0,0,0,0,1,0,0,6,47,2209,1,0,0,1,0,0
1290,2008,SAsia,Nepal,27750,1225.82,11.74,14.99,8.76,0.38527,22.88506512,29.6,385.6,0,10.23099112,5.954800563,7.111365287,2.463001814,2.707383312,0,0,0,0,0,0,0,0,0,0,1,0,48,2304,1,0,0,1,0,0
1321,2009,SAsia,Nepal,29074,1126.64,12.28,15.85,9,-9.43846,23.34792363,30,387.43,0,10.27759958,5.959535187,7.026995031,2.507971923,2.7631695,0,0,1,0,0,0,0,0,0,1,0,7,49,2401,1,0,0,1,0,0
1357,2010,SAsia,Nepal,27164,1325.45,12.1,15.64,8.91,-11.17032,23.68582974,30.4,389.9,0,10.20964785,5.965890296,7.189507303,2.493205453,2.749831735,0,1,1,0,0,1,0,0,0,0,0,3,50,2500,1,0,0,1,0,0
1384,2011,SAsia,Nepal,29805,1311.75,11.8,15.24,8.67,2.17747,24.74149758,30.4,391.65,0,10.30243144,5.970368584,7.179117403,2.468099531,2.72392355,0,1,0,0,0,0,0,0,1,0,0,6,51,2601,1,0,0,1,0,0
1415,2012,SAsia,Nepal,33120,1148.91,11.73,15.07,8.61,-5.37836,25.23431927,32.3,393.85,0,10.40789261,5.975970126,7.046568946,2.462149663,2.712706013,0,1,0,0,0,0,0,0,1,0,0,6,52,2704,1,0,0,1,0,0
1448,2013,SAsia,Nepal,31709,1202.6,11.62,14.96,8.43,-0.63404,25.7183843,32.3,396.52,0,10.36435583,5.982726481,7.092241159,2.452727751,2.705379973,0,1,1,0,0,1,0,0,0,0,0,3,53,2809,1,0,0,1,0,0
1475,2014,SAsia,Nepal,33942,1146.16,11.58,15.01,8.57,-2.20925,26.2636734,33.2,398.65,0,10.43240846,5.988083839,7.044172504,2.449279472,2.708716646,1,0,1,0,0,0,1,0,0,0,0,4,54,2916,1,0,0,1,0,0
1506,2015,SAsia,Nepal,33596,1047.97,11.59,15.15,8.46,-5.96874,26.74827276,33.2,400.83,0,10.42216229,5.993537397,6.954610239,2.450142657,2.718000532,1,0,1,0,0,0,1,0,0,0,0,4,55,3025,1,0,0,1,0,0
2,1961,EAsia,North_Korea,43071,867.48,12.09,15.23,9.22,-1.56877,35.11648621,21,317.64,0,10.6706052,5.760918666,6.765592457,2.492378665,2.723267167,0,1,0,0,0,0,0,0,1,0,0,6,1,1,1,1,0,0,0,0
29,1962,EAsia,North_Korea,43116,1241.7,11.81,15.02,8.89,3.17438,37.72664053,21,318.45,0,10.67164944,5.763465477,7.124236687,2.46894663,2.709382646,0,1,1,0,0,1,0,0,0,0,0,3,2,4,1,1,0,0,0,0
52,1963,EAsia,North_Korea,46056,996.52,11.72,14.75,8.94,5.7075,40.3368303,21,318.99,0,10.73761333,5.765159754,6.90426921,2.461296784,2.691243083,1,0,0,0,0,0,0,1,0,0,0,5,3,9,1,1,0,0,0,0
80,1964,EAsia,North_Korea,45335,1121.22,11.72,14.62,9.1,7.45953,42.94703043,21,319.62,0,10.72183464,5.76713279,7.022172657,2.461296784,2.682390454,0,1,1,0,0,1,0,0,0,0,0,3,4,16,1,1,0,0,0,0
105,1965,EAsia,North_Korea,39688,979.3,11.63,14.81,8.7,-0.08107,45.55725836,21,320.04,0,10.58880415,5.768445988,6.886838031,2.453587967,2.695302628,1,0,0,0,0,0,0,1,0,0,0,5,5,25,1,1,0,0,0,0
127,1966,EAsia,North_Korea,42566,1180.09,11.52,14.36,8.97,-2.66952,54.47979375,21,321.38,0,10.65881109,5.772624224,7.073345986,2.444084655,2.664446564,0,1,0,0,0,0,0,0,1,0,0,6,6,36,1,1,0,0,0,0
155,1967,EAsia,North_Korea,39536,960.98,12.02,15,9.37,-3.54903,63.40127815,21,322.16,0,10.58496693,5.775048317,6.867953597,2.486571929,2.708050201,0,1,0,0,0,0,0,0,1,0,0,6,7,49,1,1,0,0,0,0
176,1968,EAsia,North_Korea,38260,603.06,11.47,14.53,8.71,-8.00355,72.32402369,21,323.04,0,10.55216024,5.777776155,6.402016694,2.439734931,2.676215478,1,0,0,0,0,0,0,1,0,0,0,5,8,64,1,1,0,0,0,0
204,1969,EAsia,North_Korea,44215,817.44,11.1,14.03,8.45,1.54762,81.24687774,21,324.62,0,10.69681938,5.782655267,6.706177506,2.406945108,2.641197894,0,1,1,0,0,1,0,0,0,0,0,3,9,81,1,1,0,0,0,0
229,1970,EAsia,North_Korea,43915,804.49,11.66,14.64,9.01,4.90877,90.16869222,21,325.68,0,10.69001123,5.785915304,6.690208536,2.456164181,2.683757509,0,1,1,0,0,1,0,0,0,0,0,3,10,100,1,1,0,0,0,0
253,1971,EAsia,North_Korea,45419,761.41,11.41,14.19,8.85,1.86212,99.09176127,21,326.32,0,10.7236858,5.787878495,6.635171978,2.434490164,2.652537491,0,0,0,0,0,0,0,0,0,0,1,0,11,121,1,1,0,0,0,0
277,1972,EAsia,North_Korea,43613,874.82,11.18,14.29,8.22,0.0791,108.0137986,25.2,327.45,0,10.68311055,5.791335372,6.774018151,2.414126468,2.659559992,0,0,0,0,0,0,0,0,0,0,1,0,12,144,1,1,0,0,0,0
302,1973,EAsia,North_Korea,45588,808.66,11.92,14.81,9.24,6.11283,116.9370937,28.8,329.68,0,10.7273998,5.798122487,6.695378557,2.478217662,2.695302628,0,0,1,0,0,0,0,0,0,1,0,7,13,169,1,1,0,0,0,0
330,1974,EAsia,North_Korea,45167,656.81,11.32,14.33,8.6,0.53905,125.8593432,32.9,330.18,0,10.71812201,5.79963796,6.487394783,2.426571073,2.662355242,0,0,0,0,0,0,0,0,0,0,1,0,14,196,1,1,0,0,0,0
351,1975,EAsia,North_Korea,45019,911.12,12.03,14.96,9.39,3.41793,134.7828397,37,331.11,0,10.7148399,5.802450646,6.814674612,2.48740353,2.705379973,0,0,0,0,0,0,0,0,0,0,1,0,15,225,1,1,0,0,0,0
376,1976,EAsia,North_Korea,45295,697.48,11.21,14.34,8.38,4.06372,149.0714214,41.2,332.04,0,10.72095193,5.805255444,6.547473839,2.416806237,2.663052835,0,1,0,0,0,0,0,0,1,0,0,6,16,256,1,1,0,0,0,0
401,1977,EAsia,North_Korea,47091,427.34,11.72,14.98,8.83,1.30814,163.3602605,42.4,333.83,0,10.75983718,5.810631881,6.057579949,2.461296784,2.706715978,1,0,0,0,0,0,0,1,0,0,0,5,17,289,1,1,0,0,0,0
430,1978,EAsia,North_Korea,45011,985.31,12.04,15.14,9.24,-6.24092,177.649397,43.6,335.4,0,10.71466218,5.815323849,6.892956312,2.48823444,2.717340248,1,1,0,0,1,0,0,0,0,0,0,2,18,324,1,1,0,0,0,0
453,1979,EAsia,North_Korea,46365,884.09,11.69,14.75,8.87,-3.60766,191.938789,44.9,336.84,0,10.74430014,5.81960804,6.784558867,2.458733775,2.691243083,1,1,0,0,1,0,0,0,0,0,0,2,19,361,1,1,0,0,0,0
480,1980,EAsia,North_Korea,40714,486,11.31,14.45,8.51,2.97776,206.2284555,44.5,338.75,0,10.61432729,5.825262372,6.186208624,2.42568729,2.670694415,1,1,1,1,0,0,0,0,0,0,0,1,20,400,1,1,0,0,0,0
504,1981,EAsia,North_Korea,45446,801.75,11.68,14.84,8.89,-1.48413,220.5183913,45.7,340.11,0,10.72428009,5.829269095,6.686796839,2.457877977,2.697326238,1,1,1,1,0,0,0,0,0,0,0,1,21,441,1,1,0,0,0,0
529,1982,EAsia,North_Korea,31406,595.28,11.97,15.26,9.05,-2.95983,234.8070857,46.9,341.45,0,10.35475424,5.833201255,6.389031883,2.48240352,2.725235026,1,1,0,0,1,0,0,0,0,0,0,2,22,484,1,1,0,0,0,0
551,1983,EAsia,North_Korea,32000,708.17,12.01,14.98,9.44,2.20846,249.097143,48.1,343.05,0,10.37349118,5.837876209,6.562684178,2.485739636,2.706715978,1,1,0,0,1,0,0,0,0,0,0,2,23,529,1,1,0,0,0,0
576,1984,EAsia,North_Korea,34000,754.23,12.07,15.18,9.24,0.35651,263.3874396,49.3,344.65,0,10.4341158,5.842529409,6.625697361,2.490723035,2.719978772,1,0,0,0,0,0,0,1,0,0,0,5,24,576,1,1,0,0,0,0
601,1985,EAsia,North_Korea,32760,717.95,11.99,14.85,9.4,2.96639,277.6779136,50.5,346.12,0,10.39696354,5.846785536,6.576399929,2.484072969,2.697999865,1,0,0,0,0,0,0,1,0,0,0,5,25,625,1,1,0,0,0,0
629,1986,EAsia,North_Korea,37008,885.68,11.38,14.24,8.81,-1.90984,263.3690985,51.7,347.42,0,10.51888938,5.850534423,6.786355712,2.431857429,2.656054906,1,0,0,0,0,0,0,1,0,0,0,5,26,676,1,1,0,0,0,0
655,1987,EAsia,North_Korea,34403,918.83,11.67,14.65,8.95,-0.08564,249.0602287,52.9,349.19,0,10.44589905,5.855616187,6.823101122,2.457021446,2.684440335,1,0,0,0,0,0,0,1,0,0,0,5,27,729,1,1,0,0,0,0
680,1988,EAsia,North_Korea,33008,634.73,12,15.03,9.25,0.40036,234.7512811,54.1,351.57,0,10.40450524,5.862408838,6.453199712,2.48490665,2.710048204,0,0,1,0,0,0,0,0,0,1,0,7,28,784,1,1,0,0,0,0
704,1989,EAsia,North_Korea,34000,593.35,11.61,14.74,8.71,-1.15014,220.4411472,55.7,353.12,0,10.4341158,5.866807943,6.385784444,2.451866796,2.690564887,0,0,1,0,0,0,0,0,0,1,0,7,29,841,1,1,0,0,0,0
730,1990,EAsia,North_Korea,30000,1312.85,11.96,14.79,9.55,5.99242,206.1321137,56.4,354.39,0,10.30895266,5.870398002,7.179955626,2.481567749,2.693951277,0,1,1,0,0,1,0,0,0,0,0,3,30,900,1,1,0,0,0,0
755,1991,EAsia,North_Korea,70068,562.07,11.88,14.96,9.09,4.56292,191.8230104,56.9,355.61,0,11.15722148,5.873834625,6.331626397,2.474856314,2.705379973,0,0,0,0,0,0,0,0,0,0,1,0,31,961,1,1,0,0,0,0
784,1992,EAsia,North_Korea,76014,647.92,11.58,14.7,8.73,-3.0762,177.5165973,57.7,356.45,0,11.23867281,5.876193978,6.473767232,2.449279472,2.687847494,1,1,0,0,1,0,0,0,0,0,0,2,32,1024,1,1,0,0,0,0
814,1993,EAsia,North_Korea,81273,540.16,11.32,14.4,8.58,0.02571,163.2099298,57.3,357.1,0,11.30556914,5.878015855,6.291865392,2.426571073,2.667228207,1,0,0,0,0,0,0,1,0,0,0,5,33,1089,1,1,0,0,0,0
846,1994,EAsia,North_Korea,54494,811.98,12.68,15.77,9.84,-0.93523,148.9029947,55.1,358.83,0,10.90584588,5.882848739,6.699475709,2.540025949,2.758109401,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,1,0,0,0,0
876,1995,EAsia,North_Korea,34639,1030.92,11.73,14.72,9.13,-2.76302,134.5946689,55.1,360.82,0,10.45273549,5.888379219,6.938206886,2.462149663,2.689207113,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,1,0,0,0,0
905,1996,EAsia,North_Korea,24586,782.36,11.81,15.01,9.02,-0.92412,129.3378054,57.3,362.61,0,10.10993245,5.893327877,6.662314993,2.46894663,2.708716646,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,1,0,0,0,0
940,1997,EAsia,North_Korea,24992,514.82,12.18,15.39,9.13,-4.58422,124.0794799,57.3,363.73,0,10.12631105,5.896411834,6.243817325,2.499795262,2.733717948,1,1,0,0,1,0,0,0,0,0,0,2,37,1369,1,1,0,0,0,0
969,1998,EAsia,North_Korea,39776,806.19,11.95,14.84,9.24,4.17717,118.8219992,57.3,366.7,0,10.59101899,5.904544075,6.692319447,2.480731278,2.697326238,1,1,1,1,0,0,0,0,0,0,0,1,38,1444,1,1,0,0,0,0
1000,1999,EAsia,North_Korea,40397,625.37,12.18,15.26,9.25,-2.33729,113.5630637,57.3,368.38,0,10.6065108,5.909115014,6.438343475,2.499795262,2.725235026,0,0,0,0,0,0,0,0,0,0,1,0,39,1521,1,1,0,0,0,0
1029,2000,EAsia,North_Korea,31589,564.33,12.45,15.6,9.53,-4.60147,108.3049946,57.3,369.55,0,10.36056424,5.912286049,6.335639187,2.521720623,2.747270914,0,0,0,0,0,0,0,0,0,0,1,0,40,1600,1,1,0,0,0,0
1059,2001,EAsia,North_Korea,36017,665.19,12.58,15.82,9.6,-6.07085,103.0466388,57.3,371.14,0,10.49174633,5.91657935,6.500072714,2.532108251,2.761274962,0,0,1,0,0,0,0,0,0,1,0,7,41,1681,1,1,0,0,0,0
1095,2002,EAsia,North_Korea,37505,567.66,11.92,15.09,8.99,-7.58002,97.78715979,57.3,373.28,0,10.53222954,5.922328808,6.341522648,2.478217662,2.714032273,0,0,1,0,0,0,0,0,0,1,0,7,42,1764,1,1,0,0,0,0
1126,2003,EAsia,North_Korea,38425,728.06,11.68,14.65,8.97,1.76243,92.52867194,57.3,375.8,0,10.55646357,5.929057087,6.590383462,2.457877977,2.684440335,1,0,1,0,0,0,1,0,0,0,0,4,43,1849,1,1,0,0,0,0
1156,2004,EAsia,North_Korea,40652,799,12.13,15.1,9.5,-0.47531,87.26771447,57.3,377.52,0,10.61280331,5.933623547,6.683360946,2.495681723,2.714694744,1,1,0,0,1,0,0,0,0,0,0,2,44,1936,1,1,0,0,0,0
1182,2005,EAsia,North_Korea,44282,802.15,12.18,15.05,9.67,-2.3074,82.00782858,56.2,379.8,0,10.69833355,5.939644798,6.687295623,2.499795262,2.711377991,1,1,1,1,0,0,0,0,0,0,0,1,45,2025,1,1,0,0,0,0
1216,2006,EAsia,North_Korea,42484,598.14,11.79,14.78,9.12,-2.48537,83.8549679,56.2,381.9,0,10.65688281,5.945158794,6.39382484,2.467251715,2.693274916,1,1,0,0,1,0,0,0,0,0,0,2,46,2116,1,1,0,0,0,0
1249,2007,EAsia,North_Korea,32045,1094.05,12.16,15.07,9.44,-6.42212,85.66872168,56.2,383.79,0,10.37489644,5.950095528,6.997641686,2.498151877,2.712706013,0,1,0,0,0,0,0,0,1,0,0,6,47,2209,1,1,0,0,0,0
1281,2008,EAsia,North_Korea,50176,728.72,12,14.98,9.38,-3.20257,87.48211049,55.1,385.6,0,10.8232921,5.954800563,6.59128957,2.48490665,2.706715978,0,0,0,0,0,0,0,0,0,0,1,0,48,2304,1,1,0,0,0,0
1310,2009,EAsia,North_Korea,41054,658.9,11.72,14.85,8.95,-5.67723,89.29469125,54.7,387.43,0,10.62264355,5.959535187,6.490571778,2.461296784,2.697999865,0,0,1,0,0,0,0,0,0,1,0,7,49,2401,1,1,0,0,0,0
1344,2010,EAsia,North_Korea,42561,1069.42,12.37,15.18,9.97,1.27456,91.10840587,54.5,389.9,0,10.65869362,5.965890296,6.974871724,2.515274186,2.719978772,0,1,1,0,0,1,0,0,0,0,0,3,50,2500,1,1,0,0,0,0
1382,2011,EAsia,North_Korea,43415,917.85,11.91,14.83,9.38,-3.6879,92.9216022,55.5,391.65,0,10.67856028,5.970368584,6.822033979,2.477378383,2.696652156,0,1,0,0,0,0,0,0,1,0,0,6,51,2601,1,1,0,0,0,0
1410,2012,EAsia,North_Korea,50817,1009.34,12.07,15,9.54,1.02379,94.7339036,55.5,393.85,0,10.83598622,5.975970126,6.917051931,2.490723035,2.708050201,0,1,0,0,0,0,0,0,1,0,0,6,52,2704,1,1,0,0,0,0
1442,2013,EAsia,North_Korea,53035,1108.12,12.55,15.5,10.02,-1.32089,96.54693639,55.5,396.52,0,10.87870735,5.982726481,7.010420165,2.529720666,2.740840024,0,1,1,0,0,1,0,0,0,0,0,3,53,2809,1,1,0,0,0,0
1471,2014,EAsia,North_Korea,50019,440.04,12.18,15.48,9.33,-6.36131,98.35963015,55.5,398.65,0,10.82015821,5.988083839,6.086865632,2.499795262,2.739548868,1,0,1,0,0,0,1,0,0,0,0,4,54,2916,1,1,0,0,0,0
1501,2015,EAsia,North_Korea,63375,697.85,12.24,15.55,9.3,-1.21752,100.1724822,55.5,400.83,0,11.05682474,5.993537397,6.54800418,2.504709277,2.744060639,1,0,1,0,0,0,1,0,0,0,0,4,55,3025,1,1,0,0,0,0
10,1961,SAsia,Pakistan,13915,305.67,11.91,14.56,9.41,7.20728,3.728079217,30.1,317.64,0,9.540722674,5.760918666,5.722506089,2.477378383,2.678278043,0,1,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,1,0,0
36,1962,SAsia,Pakistan,13856,186.17,11.83,14.53,9.24,9.19405,4.00496318,30.7,318.45,0,9.536473631,5.763465477,5.226660235,2.470638678,2.676215478,0,1,1,0,0,1,0,0,0,0,0,3,2,4,1,0,0,1,0,0
59,1963,SAsia,Pakistan,13902,126.51,12.17,14.86,9.57,4.78841,4.281848754,30.7,318.99,0,9.539787994,5.765159754,4.840321356,2.498973907,2.698673039,1,0,0,0,0,0,0,1,0,0,0,5,3,9,1,0,0,1,0,0
83,1964,SAsia,Pakistan,14937,260.04,11.74,14.46,9.17,2.86134,4.558714039,31.5,319.62,0,9.611596635,5.76713279,5.560835465,2.463001814,2.671386217,0,1,1,0,0,1,0,0,0,0,0,3,4,16,1,0,0,1,0,0
111,1965,SAsia,Pakistan,14174,105.63,11.88,14.54,9.3,2.8163,4.835558865,30.8,320.04,0,9.559164579,5.768445988,4.659942422,2.474856314,2.676903472,1,0,0,0,0,0,0,1,0,0,0,5,5,25,1,0,0,1,0,0
135,1966,SAsia,Pakistan,14523,144.67,11.8,14.44,9.21,-5.33396,6.024220497,32.2,321.38,0,9.583488879,5.772624224,4.974455287,2.468099531,2.670002133,0,1,0,0,0,0,0,0,1,0,0,6,6,36,1,0,0,1,0,0
159,1967,SAsia,Pakistan,15835,199.4,11.75,14.38,9.18,1.65281,7.212784588,33.3,322.16,0,9.669977959,5.775048317,5.295312858,2.463853241,2.665838352,0,1,0,0,0,0,0,0,1,0,0,6,7,49,1,0,0,1,0,0
181,1968,SAsia,Pakistan,19604,81.25,11.88,14.69,9.16,3.77779,8.401255354,35.1,323.04,0,9.883488906,5.777776155,4.397530821,2.474856314,2.68716699,1,0,0,0,0,0,0,1,0,0,0,5,8,64,1,0,0,1,0,0
206,1969,SAsia,Pakistan,22201,109.65,12.05,14.72,9.44,-4.04824,9.590094976,35.8,324.62,0,10.00789261,5.782655267,4.697293475,2.48906466,2.689207113,0,1,1,0,0,1,0,0,0,0,0,3,9,81,1,0,0,1,0,0
236,1970,SAsia,Pakistan,21939,201.96,12.07,14.75,9.52,2.98145,10.77839048,36.1,325.68,0,9.996021154,5.785915304,5.308069658,2.490723035,2.691243083,0,1,1,0,0,1,0,0,0,0,0,3,10,100,1,0,0,1,0,0
259,1971,SAsia,Pakistan,23293,104.03,11.7,14.36,9.13,7.76535,11.96660138,36.6,326.32,0,10.05590817,5.787878495,4.644679319,2.459588842,2.664446564,0,0,0,0,0,0,0,0,0,0,1,0,11,121,1,0,0,1,0,0
282,1972,SAsia,Pakistan,23624,103.65,11.82,14.64,9.05,1.44741,13.15419982,36.8,327.45,0,10.07001842,5.791335372,4.641019839,2.469793012,2.683757509,0,0,0,0,0,0,0,0,0,0,1,0,12,144,1,0,0,1,0,0
311,1973,SAsia,Pakistan,24353,206.62,11.87,14.56,9.32,-3.36806,14.34107601,37.5,329.68,0,10.10041032,5.798122487,5.330881357,2.474014209,2.678278043,0,0,1,0,0,0,0,0,0,1,0,7,13,169,1,0,0,1,0,0
337,1974,SAsia,Pakistan,21632,104.2,11.81,14.58,9.16,1.76004,15.52769484,37.3,330.18,0,9.981928979,5.79963796,4.646312129,2.46894663,2.679650727,0,0,0,0,0,0,0,0,0,0,1,0,14,196,1,0,0,1,0,0
361,1975,SAsia,Pakistan,22964,300.6,11.77,14.35,9.3,4.39872,16.71405818,37.8,331.11,0,10.04168305,5.802450646,5.705780477,2.465553921,2.663749942,0,0,0,0,0,0,0,0,0,0,1,0,15,225,1,0,0,1,0,0
387,1976,SAsia,Pakistan,23472,366.49,11.73,14.44,9.15,11.24756,18.17277732,38.7,332.04,0,10.0635635,5.805255444,5.903971236,2.462149663,2.670002133,0,1,0,0,0,0,0,0,1,0,0,6,16,256,1,0,0,1,0,0
411,1977,SAsia,Pakistan,23297,238.96,11.93,14.6,9.38,6.25393,19.63122153,39.7,333.83,0,10.05607988,5.810631881,5.476296174,2.479056236,2.681021529,1,0,0,0,0,0,0,1,0,0,0,5,17,289,1,0,0,1,0,0
434,1978,SAsia,Pakistan,24230,318.12,11.76,14.45,9.19,8.18824,21.08893532,39.2,335.4,0,10.09534681,5.815323849,5.76242867,2.464703942,2.670694415,1,1,0,0,1,0,0,0,0,0,0,2,18,324,1,0,0,1,0,0
462,1979,SAsia,Pakistan,23710,175.88,11.9,14.51,9.32,4.07803,22.54683648,39.3,336.84,0,10.07365218,5.81960804,5.169801944,2.4765384,2.674838067,1,1,0,0,1,0,0,0,0,0,0,2,19,361,1,0,0,1,0,0
485,1980,SAsia,Pakistan,24235,195.43,11.93,14.53,9.44,-2.36917,24.00401635,39.2,338.75,0,10.09555315,5.825262372,5.275202259,2.479056236,2.676215478,1,1,1,1,0,0,0,0,0,0,0,1,20,400,1,0,0,1,0,0
508,1981,SAsia,Pakistan,26035,234.22,11.78,14.38,9.24,-1.58162,25.46139135,41.9,340.11,0,10.16719707,5.829269095,5.456260845,2.466403178,2.665838352,1,1,1,1,0,0,0,0,0,0,0,1,21,441,1,0,0,1,0,0
531,1982,SAsia,Pakistan,26121,155.23,11.85,14.5,9.34,-0.08004,26.91801289,40,341.45,0,10.17049487,5.833201255,5.044907888,2.472327868,2.674148649,1,1,0,0,1,0,0,0,0,0,0,2,22,484,1,0,0,1,0,0
558,1983,SAsia,Pakistan,25065,260.51,11.84,14.51,9.33,0.84228,28.37485248,42.8,343.05,0,10.12922773,5.837876209,5.562641248,2.471483629,2.674838067,1,1,0,0,1,0,0,0,0,0,0,2,23,529,1,0,0,1,0,0
581,1984,SAsia,Pakistan,24883,230.3,11.56,14.26,9.04,3.26006,29.83097226,41.9,344.65,0,10.12194012,5.842529409,5.439382807,2.447550863,2.657458415,1,0,0,0,0,0,0,1,0,0,0,5,24,576,1,0,0,1,0,0
607,1985,SAsia,Pakistan,23499,187.74,11.7,14.32,9.14,-5.47233,31.28729319,42.5,346.12,0,10.06471315,5.846785536,5.235058027,2.459588842,2.661657162,1,0,0,0,0,0,0,1,0,0,0,5,25,625,1,0,0,1,0,0
637,1986,SAsia,Pakistan,25320,198.45,11.7,14.33,9.19,-1.31419,32.68245013,44.4,347.42,0,10.13934988,5.850534423,5.290537179,2.459588842,2.662355242,1,0,0,0,0,0,0,1,0,0,0,5,26,676,1,0,0,1,0,0
657,1987,SAsia,Pakistan,24765,87.11,12.09,14.78,9.55,-8.67094,34.07738561,44.5,349.19,0,10.11718665,5.855616187,4.467171688,2.492378665,2.693274916,1,0,0,0,0,0,0,1,0,0,0,5,27,729,1,0,0,1,0,0
686,1988,SAsia,Pakistan,23511,260.36,11.95,14.52,9.43,-8.16583,35.47256663,44.4,351.57,0,10.06522368,5.862408838,5.562065289,2.480731278,2.675527009,0,0,1,0,0,0,0,0,0,1,0,7,28,784,1,0,0,1,0,0
708,1989,SAsia,Pakistan,22925,238.61,11.62,14.29,9.07,-0.55065,36.867077,43.9,353.12,0,10.0399833,5.866807943,5.47483042,2.452727751,2.659559992,0,0,1,0,0,0,0,0,0,1,0,7,29,841,1,0,0,1,0,0
737,1990,SAsia,Pakistan,23151,216.37,11.89,14.52,9.41,1.85226,38.26137017,44.7,354.39,0,10.04979326,5.870398002,5.376989905,2.475697711,2.675527009,0,1,1,0,0,1,0,0,0,0,0,3,30,900,1,0,0,1,0,0
760,1991,SAsia,Pakistan,23199,112.58,11.78,14.43,9.24,0.41957,39.65591424,47.5,355.61,0,10.05186445,5.873834625,4.72366408,2.466403178,2.669309373,0,0,0,0,0,0,0,0,0,0,1,0,31,961,1,0,0,1,0,0
791,1992,SAsia,Pakistan,23686,344.04,11.68,14.33,9.22,-5.97469,41.04937273,47.6,356.45,0,10.07263944,5.876193978,5.84075793,2.457877977,2.662355242,1,1,0,0,1,0,0,0,0,0,0,2,32,1024,1,0,0,1,0,0
818,1993,SAsia,Pakistan,27397,164.2,11.85,14.47,9.37,-3.68099,42.44306449,47.9,357.1,0,10.2181888,5.878015855,5.101085197,2.472327868,2.672077541,1,0,0,0,0,0,0,1,0,0,0,5,33,1089,1,0,0,1,0,0
849,1994,SAsia,Pakistan,24333,384.53,11.6,14.26,9.17,0.85276,43.83608719,47.9,358.83,0,10.09958873,5.882848739,5.952021809,2.451005098,2.657458415,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,0,0,1,0,0
879,1995,SAsia,Pakistan,27522,269.26,11.87,14.51,9.42,1.72505,45.2288948,47.7,360.82,0,10.22274096,5.888379219,5.595677456,2.474014209,2.674838067,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,0,0,1,0,0
914,1996,SAsia,Pakistan,28685,202.85,11.67,14.27,9.24,-3.4869,46.88131693,48.6,362.61,0,10.26412962,5.893327877,5.31246679,2.457021446,2.658159431,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,0,0,1,0,0
946,1997,SAsia,Pakistan,28048,277.22,11.68,14.34,9.16,3.03869,48.53297425,48.6,363.73,0,10.24167261,5.896411834,5.624811415,2.457877977,2.663052835,1,1,0,0,1,0,0,0,0,0,0,2,37,1369,1,0,0,1,0,0
978,1998,SAsia,Pakistan,28930,152.31,12.02,14.66,9.54,-0.46025,50.18476119,49,366.7,0,10.2726344,5.904544075,5.025917918,2.486571929,2.685122696,1,1,1,1,0,0,0,0,0,0,0,1,38,1444,1,0,0,1,0,0
